grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
3.0720344136128523,1.0108280181884766,1.0289837,1.0060351,1.0042344,1.0171477,0.9992097020149231,1.0024259,0.99859977,0.9947155,1.0041958,230.46757971646898,32,0,0.01161833107471466,0.026557812,0.007435174,0.009518849,0.012951945
2.850828051761482,0.7346749603748322,0.7952164,0.6901335,0.69813484,0.74451953,0.7250500619411469,0.7790725,0.6850656,0.6916279,0.7348797,230.49912269452588,352,10,0.00962490243837237,0.016144142,0.0050674877,0.0065067764,0.0096400585
1.9245390683167467,0.3191976770758629,0.40882802,0.29696545,0.29341525,0.28604728,0.3118189230561257,0.38674083,0.2947895,0.29073164,0.28242263,230.63231370926385,672,20,0.007378762192092835,0.022087296,0.002175925,0.002683538,0.0036245508
1.0835520962317404,0.11076681986451149,0.20314498,0.08653147,0.08431824,0.0769849,0.10615943074226379,0.18584661,0.085889496,0.08354099,0.07600319,230.7826769928625,992,30,0.0046073877601884305,0.01729827,0.0006419772,0.00077729544,0.000981699
0.6640395829980306,0.06416383869946003,0.1486841,0.034400377,0.03184431,0.033038203,0.059149050712585444,0.13089675,0.034147456,0.03155283,0.032614708,230.88999877607424,1312,40,0.005014787602704019,0.017787294,0.0002529351,0.00029147952,0.00042350372
0.48083435452048323,0.043218403868377206,0.08852172,0.027986694,0.025821043,0.026714748,0.041654422879219055,0.08335685,0.027780017,0.025575884,0.026373364,230.9617197053206,1632,50,0.0015639800316421314,0.0051648393,0.0002066798,0.0002451622,0.00034138048
0.342313469457821,0.0323766840621829,0.073438615,0.02151191,0.020066168,0.020408353,0.031589592806994915,0.070600845,0.021352217,0.01987702,0.020145873,231.01632239577057,1952,60,0.0007870916946558282,0.0028377692,0.0001596912,0.00018915723,0.0002624763
0.40537256683880707,0.04703912567347288,0.13717294,0.018358404,0.015707253,0.017206116,0.03249223027378321,0.07948205,0.018223025,0.01556127,0.016989049,231.06109488685698,2272,70,0.014546894794330002,0.057690904,0.00013538057,0.0001459833,0.00021707108
0.2525263637080083,0.020952762011438603,0.045598533,0.014708847,0.012655714,0.01296329,0.02057950496673584,0.04442772,0.01460021,0.012536989,0.01279816,231.0861750818372,2592,80,0.00037325728044379497,0.0011708111,0.00010863724,0.00011872025,0.00016513129
0.27532012801616257,0.036489997990429394,0.11335416,0.011739667,0.008674256,0.009380249,0.025394586753100155,0.07033168,0.0116530955,0.008593934,0.00926004,231.1059829784506,2912,90,0.011095411241694818,0.043022517,8.657267e-05,8.0324215e-05,0.00012020522
