grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
0.07712598024098664,0.013809767179191109,0.04616511,0.005632644,0.0012457368,0.0007252369,0.011618123613297945,0.03777342,0.005591033,0.0012344562,0.0007160032,231.71358778087892,38432,1200,0.002191643560508964,0.008391685,4.161354e-05,1.1278771e-05,9.232563e-06
0.07868892934694374,0.015171564016491187,0.0513077,0.0054971958,0.0012586584,0.000676319,0.011446799710392955,0.03710587,0.0054562893,0.001247345,0.0006677084,231.743954406791,40032,1250,0.003724764278558726,0.0142017845,4.089897e-05,1.1312243e-05,8.610956e-06
0.0777396819557394,0.014663922027684748,0.05276157,0.005477633,0.0012265885,0.00066544546,0.010806981776840986,0.037038073,0.0054371487,0.0012155764,0.0006569432,231.77151733465755,41632,1300,0.0038569399204425293,0.0157235,4.0478277e-05,1.1013356e-05,8.501341e-06
0.07992807041129323,0.013648386914283031,0.05012384,0.005209903,0.001237087,0.0006695017,0.010040731141343713,0.034796953,0.0051715258,0.0012258985,0.00066093623,231.80462202694534,43232,1350,0.003607655768064433,0.015326902,3.837882e-05,1.1188536e-05,8.566422e-06
0.0903337094901827,0.011739306468516583,0.04011317,0.005458993,0.0012461998,0.0006639172,0.009920668541453778,0.032735035,0.0054188566,0.0012349536,0.0006554435,231.8363623988673,44832,1400,0.0018186379228427535,0.007378122,4.013792e-05,1.1246896e-05,8.473546e-06
0.07350587947691445,0.0119164304016158,0.040446505,0.0053002224,0.0011495859,0.0006077777,0.010159922717139124,0.033461936,0.005261132,0.0011392225,0.0006000357,231.86542762753794,46432,1450,0.0017565075537277152,0.0069845556,3.909084e-05,1.0364288e-05,7.742777e-06
0.08116307977374027,0.01782344617880881,0.061662696,0.0052711433,0.0011475346,0.0006942741,0.01150295353494584,0.037523225,0.005232332,0.0011370897,0.000685426,231.9003862964252,48032,1500,0.006320492992890646,0.024139466,3.880855e-05,1.0446176e-05,8.84785e-06
0.07987517039472229,0.012616710173897443,0.046548918,0.0053965165,0.001247171,0.00067275367,0.011252863314002753,0.040656675,0.005356479,0.0012359411,0.0006641495,231.94123296280023,49632,1550,0.0013638468287535943,0.0058922535,4.0036834e-05,1.1230181e-05,8.603736e-06
0.08510847336334951,0.011107515003532168,0.03626868,0.00495891,0.0012457073,0.0006871018,0.010337922330945727,0.033342723,0.004921919,0.0012345375,0.0006783758,231.98472551949533,51232,1600,0.0007695926510496065,0.0029259128,3.699437e-05,1.1171221e-05,8.726195e-06
0.07491103848020446,0.01200011609587818,0.04248203,0.0052533075,0.001153148,0.00059343816,0.010766761675477028,0.03742875,0.005214387,0.0011427423,0.0005858922,232.01960740480345,52832,1650,0.0012333545308501927,0.005053284,3.8918286e-05,1.0405159e-05,7.5455437e-06
0.08941157857653047,0.015222511072643108,0.050758917,0.005054429,0.0012787984,0.0006222937,0.01004597755614668,0.031368818,0.005017069,0.0012673634,0.0006144035,232.049013828306,54432,1700,0.005176533552294134,0.019390114,3.736713e-05,1.1435167e-05,7.889858e-06
0.06904131162130564,0.014707492520101369,0.054969985,0.005366312,0.0011798398,0.00060153485,0.010549053498543801,0.037336316,0.005326585,0.0011693327,0.0005939277,232.0805922177198,56032,1750,0.004158438931917772,0.017633671,3.972257e-05,1.0506177e-05,7.6068573e-06
0.06847963802295916,0.013143335487693546,0.044982713,0.0053415373,0.001112066,0.0006036155,0.011071700118482115,0.036893215,0.0053019384,0.0011021156,0.00059596566,232.11272535909455,57632,1800,0.0020716350970178617,0.008089529,3.960509e-05,9.9508225e-06,7.649277e-06
0.06583032781898022,0.01160653457045555,0.039972987,0.0049407487,0.0010469522,0.0005329297,0.008993945275433362,0.029625192,0.004904222,0.0010375698,0.0005261322,232.1420924571864,59232,1850,0.0026125896322264463,0.010347765,3.6521014e-05,9.381606e-06,6.797754e-06
0.07059505665612491,0.011542918821796774,0.039647464,0.0049315137,0.0010634641,0.00053435157,0.009569695508107543,0.031826347,0.004894958,0.0010538409,0.00052759866,232.17113675081478,60832,1900,0.0019732230246154356,0.007821121,3.655426e-05,9.62289e-06,6.7520573e-06
0.08481812514381201,0.012965387674048538,0.04532084,0.0050475225,0.0011061069,0.0006015123,0.010875547286123036,0.036913626,0.005010288,0.0010960873,0.0005939075,232.20824533546445,62432,1950,0.002089840337648639,0.0084072035,3.7242502e-05,1.0018817e-05,7.6048577e-06
0.07831128151847987,0.012954753707163041,0.04590701,0.0046634567,0.0011173763,0.00058996066,0.010072063882835212,0.0343691,0.0046289405,0.0011073209,0.0005824104,232.2524048904096,64032,2000,0.002882689977923291,0.011537865,3.4512603e-05,1.0056048e-05,7.5505354e-06
0.08199315346005742,0.011966934585943823,0.04040336,0.005033323,0.0011423702,0.00059367064,0.010168664706870913,0.033354465,0.0049962364,0.0011321101,0.0005862164,232.2945534285436,65632,2050,0.0017982698404375682,0.007048888,3.7083864e-05,1.0261933e-05,7.454735e-06
0.07319024587898663,0.011848079091869294,0.04057017,0.004787737,0.0011242916,0.0005446022,0.010621045753359799,0.03576217,0.004752322,0.0011142563,0.0005377066,232.33257082697034,67232,2100,0.0012270332977641371,0.004807992,3.542364e-05,1.0035362e-05,6.8966838e-06
0.07030614601105424,0.01379529986530542,0.051871836,0.0047506164,0.0010447695,0.00052779063,0.009660500055178997,0.03428651,0.004715537,0.0010352988,0.00052109465,232.36676243456182,68832,2150,0.004134799720050068,0.017585317,3.5074434e-05,9.470356e-06,6.69587e-06
0.06839476939698624,0.01233367646578699,0.042015135,0.004788639,0.0010725675,0.0005265019,0.00973617744166404,0.031951804,0.0047532804,0.0010629834,0.0005198518,232.40661827019292,70432,2200,0.002597499060502741,0.010063338,3.5358018e-05,9.584358e-06,6.6500593e-06
0.08157358475193767,0.010220204605720934,0.03784737,0.004616829,0.0011357244,0.000525893,0.00856908975634724,0.030608675,0.004582853,0.0011255685,0.0005191932,232.44327085400465,72032,2250,0.001651114838241484,0.007238689,3.3971497e-05,1.0155374e-05,6.6992493e-06
0.0743563757645722,0.010760878245346243,0.040987726,0.0049778745,0.0010052609,0.0005458444,0.00872211882844567,0.031784333,0.004941198,0.0009961437,0.0005388934,232.47645926457912,73632,2300,0.002038759382885473,0.0092033595,3.6680787e-05,9.116907e-06,6.9512716e-06
0.07998330981132848,0.012522605415433647,0.043458976,0.0045908145,0.0010576905,0.00051058986,0.009769136584363874,0.032577395,0.0045570023,0.0010482074,0.00050411996,232.5090914166892,75232,2350,0.0027534684107376963,0.010881535,3.3814358e-05,9.483538e-06,6.4697115e-06
0.07477783608700966,0.011343510830774901,0.037702363,0.0046139555,0.0010676928,0.00054271007,0.010448779715225098,0.03431698,0.004579725,0.0010580462,0.0005358042,232.55449160246133,76832,2400,0.0008947311595329667,0.0033854002,3.422944e-05,9.648e-06,6.9055936e-06
0.06913782721494638,0.01109604253433645,0.038429707,0.004748483,0.0010535809,0.00049874693,0.00937730158679187,0.031553794,0.0047132913,0.001044126,0.000492398,232.60034331605746,78432,2450,0.0017187410577389527,0.006875922,3.5194375e-05,9.45351e-06,6.3482426e-06
0.07120307496594037,0.012608097176998852,0.04433538,0.004263605,0.0010738255,0.00047182242,0.009592613596469164,0.03238054,0.004232194,0.0010642685,0.00046585075,232.6343266096631,80032,2500,0.0030154833977576343,0.011954809,3.140922e-05,9.5561e-06,5.9718423e-06
0.06600426814727477,0.009530532360076905,0.031111954,0.0046418505,0.00096782466,0.0004770909,0.008821873683482409,0.028419416,0.0046075145,0.0009590788,0.00047106194,232.67516170203382,81632,2550,0.0007086586564764733,0.002692518,3.433357e-05,8.746058e-06,6.0293028e-06
0.07179508040668571,0.013742280760779973,0.046274755,0.0045866915,0.001065054,0.0004959231,0.010796135617420082,0.035202406,0.0045528393,0.0010555215,0.00048967166,232.71559378059743,83232,2600,0.002946145182650068,0.011072327,3.3854158e-05,9.532241e-06,6.251471e-06
0.06787414470635614,0.01595960263162851,0.055139154,0.004360079,0.001076503,0.00049632933,0.010189909678883849,0.03330724,0.004327943,0.0010669616,0.000490039,232.76020044757374,84832,2650,0.005769693139154693,0.021831969,3.2137228e-05,9.540509e-06,6.2904446e-06
0.07228795785567806,0.012771814838051797,0.043470077,0.0045167864,0.0010284454,0.0005107473,0.009619134515523913,0.031304736,0.004483411,0.0010191763,0.0005042605,232.80936306084394,86432,2700,0.003152680366401911,0.012165294,3.3375705e-05,9.268573e-06,6.487438e-06
0.07399760115571526,0.008863451289944351,0.030162992,0.0046804324,0.0010360633,0.00048366943,0.00844552311114967,0.028471868,0.0046460005,0.0010268064,0.0004775443,232.85494762212952,88032,2750,0.0004179281235701639,0.0016911167,3.443414e-05,9.257778e-06,6.1255723e-06
0.0817667206532671,0.011490968838334087,0.037820026,0.004582024,0.000972278,0.00046846303,0.008949318500235675,0.028207326,0.0045482516,0.0009635065,0.00046256976,232.8981369384334,89632,2800,0.0025416502232837967,0.009612683,3.376615e-05,8.771325e-06,5.89342e-06
0.10080350270096791,0.015487360535189525,0.052012384,0.0045416937,0.0010416314,0.00054867414,0.01063319269567728,0.033995938,0.0045083035,0.0010321558,0.00054169504,232.94535967700162,91232,2850,0.004854167676239741,0.018016469,3.3393066e-05,9.475858e-06,6.979636e-06
0.0792618852181066,0.014002171289175747,0.04795257,0.004579932,0.001038878,0.00050413044,0.009890196970663966,0.032221947,0.004546118,0.0010295346,0.00049770216,233.00337499958235,92832,2900,0.0041119742706359815,0.015730584,3.381362e-05,9.341212e-06,6.42889e-06
0.06213306031315884,0.01105492265895009,0.03780128,0.004448199,0.0010198329,0.00046641854,0.010087566361762584,0.034052882,0.004415242,0.001010678,0.00046054274,233.0556712231948,94432,2950,0.0009673563664182439,0.0037483624,3.2957847e-05,9.15456e-06,5.875786e-06
0.08412580791184994,0.014670704659074541,0.052649412,0.0044584777,0.0010294691,0.0005071901,0.010912852268666024,0.03770366,0.0044253636,0.0010202052,0.0005006861,233.10537600670756,96032,3000,0.0037578525372373404,0.014945778,3.31153e-05,9.263409e-06,6.503175e-06
0.08475120670100454,0.014860925171524292,0.053082373,0.004840644,0.0010587167,0.00059689477,0.010347544662654397,0.03494802,0.0048045116,0.0010490954,0.00058933004,233.20741862989607,97632,3050,0.004513380450152911,0.018134343,3.6136298e-05,9.621495e-06,7.56482e-06
0.08662710721036587,0.011422815481200811,0.039744966,0.0045393854,0.0011148894,0.0005630778,0.00965854030102491,0.032651763,0.0045055407,0.0011048989,0.00055596884,233.3099931375011,99232,3100,0.0017642752220126566,0.007093259,3.384853e-05,9.990577e-06,7.1085915e-06
0.07080731710747293,0.009979416206479071,0.034770656,0.0045410735,0.0010812042,0.00045755273,0.008577515436336397,0.02905519,0.004507419,0.0010715929,0.0004517529,233.36482387831154,100832,3150,0.0014019007945171324,0.0057154973,3.3657463e-05,9.610878e-06,5.7997913e-06
0.07973701206459195,0.011757697556167842,0.04124839,0.00446414,0.0010159696,0.00050371233,0.009744397923350325,0.033203453,0.0044310605,0.0010069072,0.00049735565,233.40911887688333,102432,3200,0.0020132997135078783,0.008044915,3.308715e-05,9.061409e-06,6.3574366e-06
0.08394755948383614,0.010867119967006145,0.038863983,0.004231511,0.0010192294,0.00046424445,0.009009805889800186,0.031253293,0.004200113,0.0010100722,0.00045834415,233.46010094020133,104032,3250,0.0018573139738509786,0.0076106563,3.139787e-05,9.158196e-06,5.9005697e-06
0.08551798980370566,0.013802452916279434,0.054485366,0.004429319,0.001041609,0.0005077133,0.008844428695738316,0.0324454,0.004396516,0.0010321842,0.0005012494,233.502363531031,105632,3300,0.004958024209481667,0.022040011,3.2804463e-05,9.42486e-06,6.4639808e-06
0.06984577464557207,0.011178790517151361,0.036713988,0.004328879,0.0009320565,0.0004468785,0.009417905928567052,0.03012799,0.0042968513,0.00092368945,0.0004412073,233.54639968304443,107232,3350,0.0017608844683854846,0.0065859915,3.202505e-05,8.366329e-06,5.6714425e-06
0.06019651415351489,0.011865252801217138,0.04350716,0.0043411907,0.00094534096,0.00040347414,0.00849216928705573,0.029464388,0.004309222,0.0009369159,0.00039836048,233.59737580322954,108832,3400,0.0033730834993184553,0.014042783,3.19646e-05,8.424789e-06,5.1134984e-06
0.07542834093678398,0.012891252269037068,0.044735,0.004470159,0.0009746056,0.00044489448,0.009816345931030805,0.032751728,0.004437288,0.00096588454,0.00043922843,233.64745236329017,110432,3450,0.0030749064582778368,0.011983253,3.2859967e-05,8.721082e-06,5.665681e-06
0.08612379493038322,0.01061359158717096,0.03596864,0.0044913036,0.0010014779,0.0004621575,0.00947113797534257,0.03152395,0.004458068,0.0009925095,0.0004562662,233.70369021906538,112032,3500,0.0011424535292462682,0.004444682,3.323336e-05,8.9672885e-06,5.891459e-06
0.0763341462404495,0.01242639342322946,0.0436935,0.004728993,0.0010026274,0.00046812784,0.009432243555784226,0.031765528,0.004693949,0.0009936786,0.00046219403,233.7693343627099,113632,3550,0.0029941499541018845,0.011927978,3.5051926e-05,8.948832e-06,5.9339723e-06
0.05697451075226318,0.011019867742434141,0.038994655,0.0045184908,0.00090179563,0.0004093098,0.008978286664932968,0.030750414,0.004484978,0.0008937092,0.00040410509,233.82577066789258,115232,3600,0.0020415811137354466,0.008244248,3.351473e-05,8.086512e-06,5.2047303e-06
0.06705961924000493,0.008799967798404388,0.032871217,0.0042447946,0.0009490918,0.0004422451,0.008082429240457713,0.029724903,0.0042132703,0.0009406075,0.00043659724,233.87755985605838,116832,3650,0.0007175386431845256,0.003146319,3.152776e-05,8.484143e-06,5.648141e-06
0.07704630898694352,0.010696041351184252,0.03643353,0.0043690386,0.0009492594,0.00044005064,0.008700031931512057,0.028613457,0.0043366314,0.0009407953,0.0004345007,233.92930576939185,118432,3700,0.0019960093129702747,0.007820061,3.2408505e-05,8.464556e-06,5.5498904e-06
0.07190522124759481,0.010461203726008535,0.038479738,0.003922229,0.0008587058,0.0004321877,0.008513605524785816,0.030365765,0.0038932252,0.00085098506,0.0004266828,233.97584959669223,120032,3750,0.0019475983259690125,0.008114002,2.9007939e-05,7.720953e-06,5.5053156e-06
0.07641372265088499,0.01095760152675211,0.038546577,0.0040320796,0.0010038042,0.00048175608,0.00927785894367844,0.031822406,0.0040022493,0.0009948603,0.0004756956,234.04397658632476,121632,3800,0.0016797425381810166,0.0067241667,2.9828787e-05,8.943053e-06,6.060695e-06
0.07318152633462535,0.010733461347408593,0.03537035,0.0041859997,0.0009242951,0.00042107035,0.009026576187461619,0.028897217,0.0041550025,0.00091598113,0.00041572226,234.11777684940148,123232,3850,0.0017068851362273562,0.0064731212,3.0991054e-05,8.31418e-06,5.3482663e-06
0.09212448631359395,0.014850380010902883,0.055169947,0.0045663435,0.0009812684,0.0004885756,0.009520224994048481,0.033239216,0.0045325346,0.0009724769,0.0004823781,234.18655875410894,124832,3900,0.0053301548180752405,0.02193072,3.381195e-05,8.790514e-06,6.197735e-06
0.0749080450867198,0.013209560043178498,0.045385778,0.004146515,0.0008945331,0.00042478862,0.010122000873088838,0.033636577,0.0041158064,0.0008864079,0.00041941655,234.25243170600956,126432,3950,0.0030875591096264548,0.011749196,3.0705658e-05,8.12543e-06,5.3722174e-06
0.057770950763875895,0.01108126096893102,0.038895693,0.0042746724,0.0009004347,0.00038718033,0.009317245767451824,0.031849284,0.004243141,0.0008924078,0.00038227334,234.31780294114498,128032,4000,0.0017640152956664688,0.0070463945,3.1532065e-05,8.02713e-06,4.90674e-06
0.0716977909751928,0.011155071868561208,0.03842417,0.004101766,0.00088230043,0.00041941606,0.009258267097175126,0.031010972,0.0040714797,0.0008743913,0.00041409893,234.39725716509798,129632,4050,0.0018968046174268234,0.007413165,3.0289362e-05,7.909854e-06,5.317224e-06
0.070636973286161,0.010225216858088974,0.03422443,0.0041142562,0.00097085943,0.00044636423,0.008670771024189885,0.028245823,0.0040838113,0.0009622097,0.00044073872,234.47296403053625,131232,4100,0.0015544459274678957,0.005978634,3.044477e-05,8.650017e-06,5.6252034e-06
0.06861526787337494,0.012229184196330612,0.042985648,0.004039819,0.00092164957,0.00043250658,0.009352174117229882,0.031689983,0.0040099686,0.0009133423,0.0004269813,234.57130717517,132832,4150,0.00287701022643887,0.011295683,2.9853712e-05,8.30758e-06,5.524599e-06
0.0770509599879905,0.010823390111327174,0.0357771,0.004176013,0.0009864176,0.00045986965,0.009017800083383919,0.028926887,0.0041451384,0.0009776074,0.00045398486,234.64974554061286,134432,4200,0.0018055898109014365,0.0068501937,3.087645e-05,8.811416e-06,5.8846235e-06
0.08195702447319889,0.009796905475668614,0.033005677,0.004333952,0.0009823429,0.00044625497,0.008977421983145183,0.029814035,0.0043018875,0.0009736323,0.00044062047,234.72370829259492,136032,4250,0.0008194834429741605,0.0031916553,3.2066768e-05,8.710799e-06,5.63489e-06
0.06667881970121838,0.010900596925057475,0.041907158,0.004163879,0.0009487636,0.00043442106,0.008910181471146644,0.033206925,0.004133092,0.0009402899,0.00042891753,234.7807438521563,137632,4300,0.0019904156803750082,0.008700255,3.0790623e-05,8.473661e-06,5.5037344e-06
0.07942879618476534,0.014145204764790833,0.047816537,0.004434619,0.0010114221,0.0004911548,0.010013904781080786,0.032271605,0.0044019357,0.0010023441,0.00048494217,234.85860894587222,139232,4350,0.0041313000259469825,0.015544973,3.2685908e-05,9.0784215e-06,6.213077e-06
0.07194250272862249,0.01571466015651822,0.056754474,0.0043408843,0.00094095943,0.00047471194,0.010433433437719937,0.03578163,0.0043087224,0.0009324925,0.00046868762,234.99403805237245,140832,4400,0.005281226973747834,0.020972874,3.2159973e-05,8.467014e-06,6.023609e-06
0.0653656452364123,0.01083716337103397,0.04127774,0.0043714903,0.00086757046,0.00041889987,0.008898642491549253,0.03280788,0.0043391,0.0008598014,0.0004136101,235.08220647563826,142432,4450,0.001938521011179546,0.008469843,3.239141e-05,7.769584e-06,5.289307e-06
0.07086977004045857,0.009673741394653912,0.034705345,0.0040850663,0.00088682235,0.00042110618,0.00822841066401452,0.028698377,0.0040549436,0.0008788491,0.00041574283,235.14793096002398,144032,4500,0.0014453306962968785,0.006006968,3.0130426e-05,7.973768e-06,5.363411e-06
0.07550596058670711,0.012218513502739368,0.040652305,0.0038431524,0.00088217703,0.00041937496,0.009322754987515513,0.029964527,0.0038147746,0.0008742296,0.0004140749,235.2098770671412,145632,4550,0.0028957587257173152,0.010687773,2.8377362e-05,7.947649e-06,5.3001095e-06
0.07618576089316603,0.009613672457635404,0.034104496,0.0039895414,0.0008599127,0.00041271024,0.007997201075777411,0.027499652,0.0039601168,0.00085219037,0.00040747062,235.26844693798722,147232,4600,0.001616471141023793,0.0066048866,2.9420746e-05,7.721573e-06,5.240087e-06
0.05720036450760619,0.009472486265003681,0.03202404,0.004228792,0.0008403315,0.00036409713,0.0081528034992516,0.02686566,0.004197616,0.00083279266,0.0003595052,235.32487433630234,148832,4650,0.0013196827994033811,0.005158408,3.1171316e-05,7.538262e-06,4.591936e-06
0.06221281458637557,0.011831468138843773,0.043175425,0.0040605846,0.0008636213,0.0003743951,0.008940278566442427,0.03132759,0.0040306295,0.0008558917,0.00036967057,235.38876712501016,150432,4700,0.0028911895492274207,0.011847838,2.9952032e-05,7.7295135e-06,4.724463e-06
0.06665369861608605,0.01022342014592141,0.039427783,0.0039325533,0.0009244421,0.0004097594,0.008073413986712694,0.029920757,0.0039034975,0.0009162434,0.00040454607,235.46818218959936,152032,4750,0.002150006207666593,0.009507069,2.9057159e-05,8.1983735e-06,5.2135597e-06
0.06758101718184309,0.011648197392933072,0.04074559,0.0038903074,0.00083772687,0.0004006314,0.008713726324494924,0.029277716,0.003861591,0.0008301507,0.00039554382,235.55011265117736,153632,4800,0.0029344708620556038,0.011467837,2.8713259e-05,7.5760345e-06,5.08769e-06
0.06572639396704592,0.010933163813315338,0.037303206,0.0039738263,0.00087392697,0.00041254968,0.009209888929035515,0.03068328,0.003944485,0.0008660588,0.0004072769,235.64516144239875,155232,4850,0.0017232749610047904,0.006619948,2.9337334e-05,7.867738e-06,5.2725522e-06
0.0590288525610102,0.009152493625879285,0.030766374,0.004248318,0.0008694049,0.000382077,0.008544857865199453,0.028403629,0.004216995,0.0008616161,0.0003772348,235.73688427147363,156832,4900,0.0006076357873098458,0.002362744,3.132512e-05,7.788012e-06,4.8427364e-06
0.06968924942467598,0.008986733090132476,0.030309962,0.0042031533,0.0008823119,0.0003952155,0.008338600080460312,0.027779834,0.0041721794,0.0008744131,0.0003901673,235.81122628050082,158432,4950,0.0006481330559472554,0.0025301254,3.097589e-05,7.897693e-06,5.0487215e-06
0.08514107304091681,0.011181688280776142,0.039571222,0.0039166557,0.00090505916,0.0004118694,0.008484816281124952,0.028799133,0.0038877523,0.0008969477,0.00040667615,235.88426166234623,160032,5000,0.0026968715537077515,0.010772073,2.8902412e-05,8.111753e-06,5.193162e-06
0.07989890075896969,0.010505649987608197,0.036212556,0.003912573,0.0008983202,0.0004090052,0.008725985568016762,0.029306466,0.00388374,0.00089025946,0.00040381728,235.95122117593266,161632,5050,0.0017796644270129034,0.0069061075,2.883244e-05,8.061158e-06,5.1872908e-06
